x,y,z
183268,-6397.15,6.37536e+06
-155417,-5695.57,6.3761e+06
204309,-5261.87,6.37472e+06
-493665,-4993.99,6.35886e+06
-134372,-4560.29,6.37658e+06
225347,-4126.58,6.37402e+06
-472675,-3858.71,6.36046e+06
-113326,-3425,6.37699e+06
246383,-2991.3,6.37324e+06
-451680,-2723.42,6.36199e+06
-92278.7,-2289.72,6.37733e+06
-430680,-1588.14,6.36344e+06
387054,-452.854,6.36624e+06
48565.2,248.726,6.37782e+06
408063,682.43,6.36493e+06
-290061,950.306,6.3714e+06
69614.5,1384.01,6.37762e+06
429068,1817.71,6.36355e+06
-269031,2085.59,6.37232e+06
90663,2519.29,6.37736e+06
450068,2953,6.3621e+06
-247998,3220.87,6.37318e+06
111711,3654.58,6.37702e+06
-226962,4356.16,6.37396e+06
252498,6193.02,6.373e+06
-86159.7,6894.6,6.37741e+06
273530,7328.31,6.37213e+06
-424574,7596.18,6.36385e+06
-65111,8029.89,6.37766e+06
294559,8463.59,6.37119e+06
-403568,8731.47,6.36521e+06
-44061.6,9165.17,6.37784e+06
315585,9598.87,6.37018e+06
-382558,9866.75,6.36651e+06
-23011.6,10300.5,6.37795e+06
336608,10734.2,6.3691e+06
-361544,11002,6.36774e+06
456172,12137.3,6.36165e+06
117829,12838.9,6.3769e+06
477165,13272.6,6.36011e+06
-220846,13540.5,6.37416e+06
138875,13974.2,6.37647e+06
498153,14407.9,6.3585e+06
-199807,14675.8,6.37485e+06
159919,15109.5,6.37598e+06
-178766,15811,6.37547e+06
180962,16244.8,6.37541e+06
-157723,16946.3,6.37603e+06
202002,17380,6.37478e+06
-495963,17647.9,6.35866e+06
-136679,18081.6,6.37651e+06
-474974,18783.2,6.36026e+06
342718,19918.5,6.36875e+06
-355432,20186.4,6.36806e+06
4158.02,20620.1,6.37797e+06
363735,21053.8,6.36758e+06
-334413,21321.6,6.36919e+06
25208.1,21755.3,6.37791e+06
384749,22189,6.36635e+06
-313390,22456.9,6.37026e+06
46257.8,22890.6,6.37779e+06
405758,23324.3,6.36504e+06
-292363,23592.2,6.37125e+06
67307,24025.9,6.3776e+06
-271334,24727.5,6.37218e+06
208118,26564.4,6.37455e+06
-130560,27265.9,6.37660e+06
229155,27699.6,6.37382e+06
-468868,27967.5,6.36068e+06
-109513,28401.2,6.377e+06
250190,28834.9,6.37303e+06
-447873,29102.8,6.36219e+06
-88465.8,29536.5,6.37732e+06
271222,29970.2,6.37216e+06
-426872,30238.1,6.36363e+06
-67417.3,30671.8,6.37757e+06
-405866,31373.4,6.365e+06
411862,32508.6,6.3646e+06
73425.6,33210.2,6.37749e+06
432866,33643.9,6.36320e+06
-265218,33911.8,6.37239e+06
94473.7,34345.5,6.37721e+06
453864,34779.2,6.36174e+06
-244184,35047.1,6.37323e+06
115521,35480.8,6.37686e+06
474858,35914.5,6.3602e+06
-223148,36182.4,6.37399e+06
136566,36616.1,6.37643e+06
495846,37049.8,6.35859e+06
-202110,37317.7,6.37469e+06
277334,39154.5,6.37185e+06
-61297.6,39856.1,6.37758e+06
298362,40289.8,6.37089e+06
-399756,40557.7,6.36533e+06
-40248.4,40991.4,6.37774e+06
319387,41425.1,6.36986e+06
-378745,41693,6.36661e+06
-19198.9,42126.7,6.37783e+06
340408,42560.4,6.36877e+06
-357730,42828.3,6.36782e+06
1850.87,43262,6.37785e+06
361425,43695.7,6.3676e+06
-336711,43963.5,6.36895e+06
22900.5,44397.2,6.3778e+06
-315688,45098.8,6.37002e+06
-195992,46502,6.37482e+06
163726,46935.7,6.37572e+06
-174951,47637.3,6.37542e+06
184768,48071,6.37514e+06
-153908,48772.6,6.37596e+06
205807,49206.2,6.37449e+06
-492149,49474.1,6.35879e+06
-132863,49907.8,6.37642e+06
226844,50341.5,6.37377e+06
-471159,50609.4,6.36037e+06
-111818,51043.1,6.37682e+06
-450164,51744.7,6.36188e+06
367531,52880,6.36718e+06
29019.6,53581.6,6.37771e+06
388543,54015.3,6.36592e+06
-309573,54283.1,6.37025e+06
50068.5,54716.8,6.37757e+06
409550,55150.6,6.3646e+06
-288546,55418.4,6.37123e+06
71116.9,55852.1,6.37736e+06
430553,56285.8,6.3632e+06
-267516,56553.7,6.37214e+06
92164.5,56987.4,6.37708e+06
-246483,57689,6.37297e+06
232957,59525.9,6.37347e+06
-105698,60227.4,6.37684e+06
253990,60661.1,6.37265e+06
-444054,60929,6.36223e+06
-84650.7,61362.7,6.37714e+06
275021,61796.4,6.37177e+06
-423053,62064.3,6.36365e+06
-63602.8,62498,6.37738e+06
296049,62931.7,6.37081e+06
-402047,63199.6,6.365e+06
-42554.2,63633.3,6.37754e+06
-381037,64334.9,6.36628e+06
436652,65470.2,6.3627e+06
98281.7,66171.7,6.3769e+06
457649,66605.4,6.36121e+06
-240365,66873.3,6.37312e+06
119328,67307,6.37653e+06
478640,67740.7,6.35965e+06
-219329,68008.6,6.37386e+06
140372,68442.3,6.37609e+06
-198291,69143.9,6.37454e+06
161415,69577.6,6.37558e+06
-177251,70279.2,6.37515e+06
182456,70712.9,6.375e+06
-156209,71414.5,6.37569e+06
302157,72116,6.37043e+06
-36434.6,72817.6,6.37748e+06
323180,73251.3,6.36938e+06
-374922,73519.2,6.36655e+06
-15385.9,73952.9,6.37755e+06
344199,74386.6,6.36827e+06
-353907,74654.5,6.36774e+06
5662.92,75088.2,6.37756e+06
365214,75521.9,6.36709e+06
-332888,75789.8,6.36886e+06
26711.6,76223.5,6.37749e+06
386226,76657.2,6.36583e+06
-311866,76925,6.36991e+06
47759.8,77358.8,6.37735e+06
-290840,78060.3,6.37089e+06
188569,79897.2,6.37471e+06
-150089,80598.8,6.37572e+06
209607,81032.5,6.37404e+06
-488323,81300.4,6.35876e+06
-129045,81734.1,6.37617e+06
230642,82167.8,6.3733e+06
-467333,82435.6,6.36032e+06
-108000,82869.3,6.37655e+06
251675,83303,6.37249e+06
-446337,83570.9,6.36182e+06
-86954,84004.6,6.37685e+06
-425337,84706.2,6.36324e+06
392326,85841.5,6.36534e+06
53877.7,86543.1,6.37718e+06
413331,86976.8,6.364e+06
-284722,87244.6,6.37104e+06
74924.7,87678.4,6.37696e+06
434332,88112.1,6.36258e+06
-263692,88379.9,6.37193e+06
95970.8,88813.6,6.37666e+06
455328,89247.3,6.3611e+06
-242660,89515.2,6.37275e+06
117016,89948.9,6.37629e+06
-221625,90650.5,6.3735e+06
257784,92487.4,6.37212e+06
-80833.9,93188.9,6.37681e+06
278813,93622.6,6.37122e+06
-419223,93890.5,6.36352e+06
-59787.1,94324.2,6.37702e+06
299838,94757.9,6.37024e+06
-398217,95025.8,6.36485e+06
-38739.7,95459.5,6.37717e+06
320860,95893.2,6.3692e+06
-377207,96161.1,6.36611e+06
-17692,96594.8,6.37724e+06
341879,97028.5,6.36809e+06
-356193,97296.4,6.3673e+06
3355.79,97730.1,6.37725e+06
461421,98431.7,6.36053e+06
123131,99133.2,6.37604e+06
482410,99566.9,6.35895e+06
-215505,99834.8,6.37358e+06
144174,100269,6.37558e+06
-194468,100970,6.37424e+06
165215,101404,6.37505e+06
-173429,102105,6.37482e+06
186254,102539,6.37446e+06
-152388,103241,6.37534e+06
207291,103674,6.37379e+06
-131345,104376,6.37579e+06
-469609,105078,6.35982e+06
347981,106213,6.36761e+06
9474.38,106914,6.3771e+06
368994,107348,6.36641e+06
-329058,107616,6.3686e+06
30521.4,108050,6.37701e+06
390003,108483,6.36514e+06
-308036,108751,6.36963e+06
51568.1,109185,6.37686e+06
411007,109619,6.3638e+06
-287011,109887,6.37059e+06
72614,110320,6.37663e+06
-265982,111022,6.37148e+06
213401,112859,6.37343e+06
-125224,113560,6.37576e+06
234434,113994,6.37267e+06
-463495,114262,6.36011e+06
-104181,114696,6.37612e+06
255464,115129,6.37184e+06
-442500,115397,6.36158e+06
-83135.8,115831,6.37641e+06
276492,116265,6.37094e+06
-421500,116532,6.36299e+06
-62090.2,116966,6.37663e+06
-400496,117668,6.36433e+06
417102,118803,6.36324e+06
78730.1,119505,6.37639e+06
438100,119938,6.36181e+06
-259862,120206,6.37157e+06
99774.2,120640,6.37608e+06
459092,121074,6.3603e+06
-238831,121341,6.37237e+06
120817,121775,6.37569e+06
480080,122209,6.35873e+06
-217797,122477,6.3731e+06
141859,122910,6.37524e+06
-196762,123612,6.37377e+06
282597,125449,6.3705e+06
-55970.4,126150,6.37651e+06
303620,126584,6.36951e+06
-394378,126852,6.36453e+06
-34924.7,127286,6.37663e+06
324639,127719,6.36845e+06
-373369,127987,6.36578e+06
-13878.8,128421,6.37669e+06
345655,128855,6.36732e+06
-352356,129123,6.36695e+06
7167.11,129556,6.37668e+06
366667,129990,6.36612e+06
-331339,130258,6.36806e+06
28212.8,130692,6.3766e+06
-310319,131393,6.36909e+06
-190640,132796,6.37377e+06
169010,133230,6.37437e+06
-169603,133932,6.37434e+06
190046,134365,6.37375e+06
-148563,135067,6.37484e+06
211081,135501,6.37307e+06
-127522,136202,6.37527e+06
232113,136636,6.37231e+06
-465763,136904,6.3595e+06
-106480,137337,6.37563e+06
-444770,138039,6.36098e+06
372763,139174,6.36558e+06
34329.9,139876,6.37637e+06
393769,140310,6.36429e+06
-304199,140577,6.36919e+06
55374.3,141011,6.3762e+06
414770,141445,6.36293e+06
-283175,141713,6.37013e+06
76418,142146,6.37596e+06
435766,142580,6.3615e+06
-262148,142848,6.37101e+06
97460.6,143282,6.37565e+06
-241118,143983,6.37181e+06
238219,145820,6.37188e+06
-100359,146522,6.37553e+06
259247,146955,6.37103e+06
-438652,147223,6.36119e+06
-79316.2,147657,6.3758e+06
280271,148091,6.37012e+06
-417653,148359,6.36258e+06
-58272.6,148792,6.376e+06
301293,149226,6.36913e+06
-396650,149494,6.3639e+06
-37228.5,149928,6.37613e+06
-375643,150629,6.36515e+06
441855,151764,6.36087e+06
103574,152466,6.37534e+06
462844,152900,6.35935e+06
-234997,153168,6.37183e+06
124615,153601,6.37493e+06
-213965,154303,6.37254e+06
145653,154737,6.37446e+06
-192930,155438,6.37319e+06
166690,155872,6.37392e+06
-171894,156574,6.37376e+06
187725,157007,6.3733e+06
-150857,157709,6.37426e+06
-31109.7,159112,6.37594e+06
328409,159546,6.36754e+06
-369522,159814,6.36528e+06
-10066.1,160247,6.37598e+06
349421,160681,6.36639e+06
-348511,160949,6.36644e+06
10977.5,161383,6.37595e+06
370430,161816,6.36518e+06
-327495,162084,6.36752e+06
32020.7,162518,6.37585e+06
391434,162952,6.36389e+06
-306477,163219,6.36854e+06
53063.4,163653,6.37568e+06
-285455,164355,6.36949e+06
193833,166192,6.37289e+06
-144735,166893,6.37417e+06
214865,167327,6.37218e+06
-123696,168028,6.37459e+06
235893,168462,6.37141e+06
-461906,168730,6.35901e+06
-102656,169164,6.37493e+06
256919,169597,6.37057e+06
-440914,169865,6.36047e+06
-81615.3,170299,6.3752e+06
-419918,171001,6.36186e+06
397524,172136,6.36327e+06
59178.4,172837,6.37538e+06
418522,173271,6.36189e+06
-279332,173539,6.36952e+06
80219.2,173973,6.37512e+06
439514,174406,6.36045e+06
-258307,174674,6.37037e+06
101259,175108,6.37479e+06
460502,175542,6.35893e+06
-237280,175810,6.37116e+06
122297,176243,6.37439e+06
-216250,176945,6.37188e+06
263021,178782,6.37007e+06
-75495.4,179483,6.37503e+06
284042,179917,6.36913e+06
-413797,180185,6.36201e+06
-54454.3,180619,6.37521e+06
305060,181052,6.36813e+06
-392795,181320,6.36331e+06
-33412.9,181754,6.37532e+06
326074,182188,6.36705e+06
-371790,182455,6.36454e+06
-12371.3,182889,6.37536e+06
347085,183323,6.36591e+06
-350780,183591,6.3657e+06
8670.24,184024,6.37534e+06
128408,185428,6.37401e+06
-210128,186129,6.37182e+06
149444,186563,6.37352e+06
-189096,187264,6.37245e+06
170477,187698,6.37296e+06
-168062,188400,6.373e+06
191509,188833,6.37233e+06
-147026,189535,6.37349e+06
212538,189969,6.37163e+06
-125990,190670,6.3739e+06
353178,192507,6.3653e+06
14786.6,193209,6.37506e+06
374182,193642,6.36407e+06
-323644,193910,6.36683e+06
35826.8,194344,6.37494e+06
395182,194778,6.36276e+06
-302627,195046,6.36783e+06
56866.4,195479,6.37475e+06
416178,195913,6.36139e+06
-281608,196181,6.36876e+06
77905.1,196615,6.37449e+06
-260585,197316,6.36962e+06
218642,199153,6.37114e+06
-119869,199855,6.37374e+06
239667,200288,6.37035e+06
-98831.4,200990,6.37407e+06
260689,201424,6.36949e+06
-437049,201691,6.35981e+06
-77793.2,202125,6.37432e+06
281708,202559,6.36856e+06
-416054,202827,6.36118e+06
-56754.4,203260,6.37451e+06
-395055,203962,6.36248e+06
422262,205097,6.3607e+06
84017.4,205799,6.37413e+06
443250,206233,6.35924e+06
-254462,206500,6.36958e+06
105054,206934,6.37378e+06
-233436,207636,6.37034e+06
126089,208069,6.37336e+06
-212409,208771,6.37104e+06
147122,209205,6.37287e+06
-191380,209906,6.37167e+06
287805,211743,6.36798e+06
-50635.8,212445,6.37426e+06
308819,212878,6.36696e+06
-388932,213146,6.36256e+06
-29597.5,213580,6.37435e+06
329829,214014,6.36587e+06
-367928,214282,6.36377e+06
-8559.12,214715,6.37438e+06
350835,215149,6.36471e+06
-346921,215417,6.36491e+06
12479.1,215851,6.37433e+06
371838,216284,6.36348e+06
-325910,216552,6.36599e+06
33516.9,216986,6.37422e+06
-304896,217687,6.36699e+06
-185257,219091,6.37154e+06
174259,219524,6.37184e+06
-164226,220226,6.37208e+06
195287,220660,6.37119e+06
-143194,221361,6.37255e+06
216312,221795,6.37047e+06
-122160,222497,6.37295e+06
237335,222930,6.36968e+06
-101125,223632,6.37328e+06
-439297,224333,6.3589e+06
377924,225469,6.3628e+06
39630.8,226170,6.37387e+06
398920,226604,6.36148e+06
-298772,226872,6.36696e+06
60666.8,227306,6.37366e+06
419910,227739,6.36009e+06
-277754,228007,6.36787e+06
81701.8,228441,6.37338e+06
440896,228874,6.35862e+06
-256734,229142,6.36871e+06
102736,229576,6.37304e+06
-235712,230278,6.36948e+06
243434,232115,6.36912e+06
-95005.2,232816,6.37304e+06
264452,233250,6.36824e+06
-433173,233518,6.35899e+06
-73970.3,233951,6.37328e+06
285466,234385,6.3673e+06
-412181,234653,6.36034e+06
-52935,235087,6.37345e+06
306478,235520,6.36628e+06
-391184,235788,6.36162e+06
-31899.3,236222,6.37354e+06
-370183,236924,6.36284e+06
108845,238760,6.3726e+06
-229588,239462,6.36937e+06
129876,239896,6.37216e+06
-208564,240597,6.37005e+06
150905,241031,6.37166e+06
-187538,241733,6.37066e+06
171932,242166,6.37108e+06
-166510,242868,6.3712e+06
192957,243302,6.37044e+06
-145480,244003,6.37167e+06
-25782.6,245406,6.37322e+06
333574,245840,6.36452e+06
-364058,246108,6.36284e+06
-4748.02,246542,6.37323e+06
354576,246975,6.36335e+06
-343054,247243,6.36397e+06
16286.3,247677,6.37317e+06
375573,248111,6.3621e+06
-322046,248378,6.36502e+06
37320.2,248812,6.37304e+06
396566,249246,6.36078e+06
-301035,249514,6.366e+06
58353.4,249947,6.37283e+06
-280020,250649,6.36692e+06
199058,252486,6.36989e+06
-139359,253187,6.37145e+06
220079,253621,6.36915e+06
-118328,254323,6.37183e+06
241097,254756,6.36835e+06
-97297.2,255458,6.37214e+06
262112,255892,6.36747e+06
-76265.3,256593,6.37238e+06
-414425,257295,6.35932e+06
402645,258430,6.36003e+06
64464.3,259132,6.37241e+06
423631,259565,6.35862e+06
-273896,259833,6.36682e+06
85495,260267,6.37211e+06
-252879,260969,6.36764e+06
106525,261402,6.37175e+06
-231860,262104,6.36839e+06
127553,262538,6.37132e+06
-210839,263239,6.36908e+06
268206,265076,6.36684e+06
-70147,265778,6.37207e+06
289215,266211,6.36588e+06
-408299,266479,6.35934e+06
-49115.6,266913,6.37222e+06
310222,267347,6.36484e+06
-387305,267614,6.3606e+06
-28084,268048,6.3723e+06
331224,268482,6.36373e+06
-366307,268750,6.3618e+06
-7052.41,269183,6.37231e+06
352223,269617,6.36256e+06
-345306,269885,6.36292e+06
13978.9,270319,6.37225e+06
133658,271722,6.37081e+06
-204715,272423,6.36889e+06
154682,272857,6.37028e+06
-183693,273559,6.36948e+06
175705,273992,6.36969e+06
-162668,274694,6.37000e+06
196725,275128,6.36903e+06
-141642,275829,6.37046e+06
217743,276263,6.36829e+06
-120615,276965,6.37084e+06
358305,278802,6.36182e+06
20091.7,279503,6.37184e+06
379297,279937,6.36055e+06
-318175,280205,6.36389e+06
41121.1,280638,6.37169e+06
400285,281072,6.35922e+06
-297168,281340,6.36486e+06
62149.8,281774,6.37147e+06
-276157,282475,6.36575e+06
83177.4,282909,6.37118e+06
-255144,283610,6.36658e+06
223839,285447,6.36768e+06
-114495,286149,6.37055e+06
244852,286583,6.36685e+06
-93468.4,287284,6.37084e+06
265862,287718,6.36596e+06
-72440.8,288420,6.37106e+06
286868,288853,6.36499e+06
-51412.7,289555,6.37122e+06
-389545,290256,6.35947e+06
89284.6,292093,6.37068e+06
-249019,292795,6.36641e+06
110309,293229,6.3703e+06
-228004,293930,6.36714e+06
131332,294364,6.36985e+06
-206986,295065,6.36781e+06
152354,295499,6.36933e+06
-185967,296201,6.3684e+06
173373,296634,6.36874e+06
292956,298038,6.36429e+06
-45296.6,298739,6.37084e+06
313956,299173,6.36324e+06
-383418,299441,6.35942e+06
-24269.6,299874,6.3709e+06
334953,300308,6.36212e+06
-362424,300576,6.3606e+06
-3242.69,301010,6.37089e+06
355946,301443,6.36092e+06
-341426,301711,6.3617e+06
17783.9,302145,6.37081e+06
376935,302579,6.35966e+06
-320425,302847,6.36274e+06
38810,303280,6.37067e+06
-299421,303982,6.36371e+06
179471,305819,6.36814e+06
-158824,306520,6.36865e+06
200486,306954,6.36745e+06
-137803,307656,6.36909e+06
221499,308089,6.3667e+06
-116780,308791,6.36945e+06
242508,309225,6.36588e+06
-95757,309926,6.36975e+06
383010,311763,6.35885e+06
44919.3,312465,6.37018e+06
-293295,313166,6.36355e+06
65942.9,313600,6.36994e+06
-272288,314301,6.36443e+06
86965.4,314735,6.36964e+06
-251279,315437,6.36524e+06
107987,315870,6.36926e+06
-230268,316572,6.36598e+06
248598,318409,6.36519e+06
-89639,319110,6.36938e+06
269603,319544,6.36428e+06
-68616.1,320246,6.36959e+06
290603,320679,6.3633e+06
-47592.9,321381,6.36972e+06
311601,321815,6.36225e+06
-26569.6,322516,6.36978e+06
-364661,323218,6.35936e+06
114089,325055,6.36869e+06
-224143,325756,6.36573e+06
135107,326190,6.36822e+06
-203130,326892,6.36638e+06
156123,327325,6.36768e+06
-182116,328027,6.36696e+06
177136,328461,6.36707e+06
-161100,329162,6.36746e+06
198148,329596,6.3664e+06
-140082,330297,6.3679e+06
-20456.4,331701,6.36934e+06
338672,332134,6.36034e+06
-358533,332402,6.35923e+06
565.324,332836,6.36931e+06
359659,333270,6.35912e+06
-337539,333537,6.36032e+06
21586.6,333971,6.36921e+06
-316543,334673,6.36134e+06
42607.3,335106,6.36905e+06
-295543,335808,6.36229e+06
63627.1,336242,6.36881e+06
-274540,336943,6.36317e+06
204241,338780,6.36572e+06
-133962,339482,6.36755e+06
225247,339915,6.36495e+06
-112944,340617,6.3679e+06
246251,341051,6.36411e+06
-91926,341752,6.36817e+06
267251,342186,6.3632e+06
-70907.1,342888,6.36838e+06
69732.4,345426,6.36826e+06
-268414,346128,6.36294e+06
90749.2,346561,6.36793e+06
-247410,347263,6.36373e+06
111765,347697,6.36753e+06
-226403,348398,6.36445e+06
132778,348832,6.36707e+06
-205394,349534,6.3651e+06
273335,351370,6.36244e+06
-64791.7,352072,6.36795e+06
294329,352506,6.36145e+06
-43773.9,353207,6.36806e+06
315320,353641,6.36038e+06
-22756,354342,6.36811e+06
336307,354776,6.35924e+06
-1738.33,355478,6.36809e+06
-339775,356179,6.35898e+06
19279,356613,6.36799e+06
-318782,357315,6.36e+06
138876,358016,6.36643e+06
-199271,358718,6.36479e+06
159886,359152,6.36587e+06
-178262,359853,6.36534e+06
180893,360287,6.36525e+06
-157251,360988,6.36583e+06
201898,361422,6.36455e+06
-136239,362124,6.36625e+06
222901,362557,6.36378e+06
-115225,363259,6.3666e+06
25386.8,365797,6.36745e+06
-312654,366499,6.35978e+06
46401.6,366933,6.36727e+06
-291659,367634,6.36071e+06
67415.4,368068,6.36701e+06
-270662,368770,6.36158e+06
88428.1,369203,6.36669e+06
-249662,369905,6.36237e+06
228988,371742,6.36304e+06
-109107,372443,6.36618e+06
249985,372877,6.36218e+06
-88094.8,373579,6.36644e+06
270978,374012,6.36126e+06
-67081.5,374714,6.36663e+06
291969,375148,6.36026e+06
-46068,375849,6.36675e+06
94528.7,378388,6.36606e+06
-243537,379089,6.36206e+06
115538,379523,6.36565e+06
-222535,380224,6.36277e+06
136545,380658,6.36517e+06
-201532,381360,6.3634e+06
157550,381793,6.36461e+06
-180527,382495,6.36396e+06
178554,382929,6.36399e+06
298045,384332,6.35943e+06
-39955.8,385033,6.36624e+06
-18944,386169,6.36627e+06
2067.54,387304,6.36623e+06
23078.6,388439,6.36612e+06
44089,389575,6.36594e+06
-293898,390276,6.35926e+06
184644,392113,6.36326e+06
-153400,392815,6.36404e+06
205642,393248,6.36254e+06
-132394,393950,6.36444e+06
226637,394384,6.36176e+06
-111386,395085,6.36478e+06
247630,395519,6.36091e+06
-90378.3,396220,6.36504e+06
50192.5,398759,6.36532e+06
-287771,399460,6.35897e+06
71199.7,399894,6.36505e+06
-266779,400596,6.35981e+06
92205.8,401030,6.36471e+06
-245784,401731,6.36059e+06
113210,402165,6.3643e+06
-224788,402866,6.36129e+06
253710,404703,6.36009e+06
-84263.5,405405,6.36454e+06
274697,405838,6.35914e+06
-63256.5,406540,6.36472e+06
-42249.3,407675,6.36482e+06
-21242.2,408811,6.36485e+06
119306,411349,6.3636e+06
-218664,412051,6.36092e+06
140306,412484,6.3631e+06
-197667,413186,6.36153e+06
161304,413620,6.36253e+06
-176668,414321,6.36208e+06
182301,414755,6.36189e+06
-155667,415456,6.36255e+06
203294,415890,6.36118e+06
-134666,416592,6.36296e+06
-15133.8,417995,6.36427e+06
5871.05,419130,6.36421e+06
26875.4,420266,6.36408e+06
47878.9,421401,6.36388e+06
68881.5,422536,6.36362e+06
209378,425075,6.36037e+06
-128548,425776,6.36247e+06
230366,426210,6.35957e+06
-107547,426911,6.36279e+06
251351,427345,6.3587e+06
-86545.6,428047,6.36303e+06
-65543.5,429182,6.36321e+06
74979.9,431720,6.36293e+06
95978.8,432856,6.36257e+06
-241903,433557,6.35865e+06
116976,433991,6.36214e+06
-220912,434693,6.35933e+06
137972,435126,6.36164e+06
-199920,435828,6.35995e+06
-59432.3,438366,6.36264e+06
-38432,439502,6.36272e+06
-17431.8,440637,6.36274e+06
3568.05,441772,6.36268e+06
24567.4,442907,6.36256e+06
144061,444311,6.36087e+06
-193799,445012,6.3595e+06
165052,445446,6.36028e+06
-172806,446147,6.36003e+06
186040,446581,6.35963e+06
-151812,447283,6.36049e+06
207026,447716,6.3589e+06
-130818,448418,6.36087e+06
-109822,449553,6.36119e+06
30668.9,452092,6.36188e+06
51665.1,453227,6.36167e+06
72660.2,454362,6.36138e+06
93653.9,455498,6.36102e+06
-103708,458738,6.36064e+06
-82713.2,459873,6.36086e+06
-61718.4,461008,6.36102e+06
-40723.3,462144,6.3611e+06
99746.7,464682,6.36027e+06
120736,465817,6.35982e+06
141724,466952,6.3593e+06
162710,468088,6.35872e+06
-34616.3,471328,6.36047e+06
-13623.7,472463,6.36046e+06
7368.64,473598,6.36039e+06
28360.3,474734,6.36024e+06
49351.1,475869,6.36003e+06
-126969,480244,6.35863e+06
-105981,481380,6.35892e+06
-84991.7,482515,6.35915e+06
55447.3,485053,6.35929e+06
76434.4,486189,6.35898e+06
97420.1,487324,6.35861e+06
-78881.5,491699,6.35853e+06
-57894.4,492834,6.35867e+06
-36907.2,493970,6.35874e+06
-15920.1,495105,6.35873e+06
